,name,callsign,frequency,boundary,upper_fl,lower_fl,class
97,DAVENTRY CTA 18,LONDON ACC,121.030,N52.18.56.00 W001.47.05.00/N52.14.31.00 W001.41.59.00/N52.10.39.00 W001.40.12.00/N052.10.39.0 W001.40.12.0/N052.10.42.24 W001.39.43.57/N052.10.45.79 W001.39.15.23/N052.10.49.64 W001.38.46.99/N052.10.53.79 W001.38.18.87/N052.10.58.23 W001.37.50.87/N052.11.2.98 W001.37.23.0/N052.11.8.02 W001.36.55.26/N052.11.13.36 W001.36.27.67/N052.11.18.99 W001.36.0.23/N052.11.24.91 W001.35.32.96/N052.11.31.12 W001.35.5.85/N52.11.35.00 W001.34.50.00/N52.09.11.00 W001.30.46.00/N52.07.11.00 W001.40.56.00/N52.18.56.00 W001.47.05.00,195,5500,A
98,DAVENTRY CTA 19,LONDON ACC,121.030,N53.00.06.00 W002.45.04.00/N52.18.56.00 W001.47.05.00/N52.04.29.00 W001.39.32.00/N51.58.53.00 W001.53.19.00/N52.32.53.00 W002.30.11.00/N52.50.46.00 W002.45.29.00/N52.53.34.00 W002.45.39.00/N53.00.06.00 W002.45.04.00,195,145,A
99,DAVENTRY CTA 20,SCOTTISH ACC,134.430,N53.03.14.00 W002.49.35.00/N53.06.26.00 W002.43.49.00/N53.04.43.00 W002.40.01.00/N52.18.56.00 W001.47.05.00/N53.03.14.00 W002.49.35.00,195,85,A
100,DAVENTRY CTA 21,LONDON ACC,127.105,N52.26.32.00 W000.37.02.00/N52.26.30.00 W000.27.32.00/N52.21.06.00 W000.22.14.00/N52.11.04.00 W000.21.59.00/N52.26.32.00 W000.37.02.00,155,115,C
101,DAVENTRY CTA 22,LONDON ACC,130.925,N52.47.57.00 W000.48.34.00/N52.26.30.00 W000.27.32.00/N52.26.32.00 W000.37.02.00/N52.45.23.00 W000.55.38.00/N52.47.57.00 W000.48.34.00,195,145,C
102,DAVENTRY CTA 23,LONDON ACC,121.030,N52.18.03.00 W002.11.16.00/N52.15.44.00 W002.07.55.00/N52.16.34.00 W001.52.14.00/N52.14.47.00 W001.50.12.00/N052.14.47.0 W001.50.12.0/N052.14.43.81 W001.49.50.48/N052.14.40.85 W001.49.28.88/N052.14.38.12 W001.49.7.2/N052.14.35.62 W001.48.45.44/N052.14.33.35 W001.48.23.61/N052.14.31.32 W001.48.1.73/N052.14.29.52 W001.47.39.79/N052.14.27.96 W001.47.17.8/N052.14.26.63 W001.46.55.78/N052.14.25.53 W001.46.33.72/N052.14.24.67 W001.46.11.63/N052.14.24.04 W001.45.49.52/N052.14.23.66 W001.45.27.4/N052.14.23.5 W001.45.5.26/N52.14.23.00 W001.44.42.00/N52.07.11.00 W001.40.56.00/N52.06.48.00 W002.01.48.00/N52.17.02.00 W002.12.51.00/N52.18.03.00 W002.11.16.00,145,105,C
103,DAVENTRY CTA 24,LONDON ACC,121.030,N52.06.48.00 W002.01.48.00/N52.07.11.00 W001.40.56.00/N52.04.29.00 W001.39.32.00/N51.58.53.00 W001.53.19.00/N52.06.48.00 W002.01.48.00,145,105,C
104,DONCASTER SHEFFIELD CTA 1,DONCASTER SHEFFIELD,121.030,N053.36.35.0 W001.04.57.0/N053.36.38.09 W001.04.43.93/N053.36.41.04 W001.04.30.76/N053.36.43.85 W001.04.17.52/N053.36.46.52 W001.04.4.19/N053.36.49.06 W001.03.50.78/N053.36.51.45 W001.03.37.3/N053.36.53.7 W001.03.23.76/N053.36.55.82 W001.03.10.15/N053.36.57.79 W001.02.56.47/N053.36.59.62 W001.02.42.75/N053.37.1.3 W001.02.28.97/N053.37.2.84 W001.02.15.14/N053.37.4.24 W001.02.1.27/N053.37.5.49 W001.01.47.36/N053.37.6.6 W001.01.33.42/N053.37.7.56 W001.01.19.44/N053.37.8.38 W001.01.5.44/N053.37.9.05 W001.00.51.42/N053.37.9.57 W001.00.37.37/N053.37.9.95 W001.00.23.32/N053.37.10.18 W001.00.9.26/N053.37.10.27 W000.59.55.19/N053.37.10.21 W000.59.41.12/N053.37.10.0 W000.59.27.06/N053.37.9.65 W000.59.13.0/N053.37.9.15 W000.58.58.96/N053.37.8.5 W000.58.44.93/N053.37.7.71 W000.58.30.92/N053.37.6.77 W000.58.16.94/N053.37.5.69 W000.58.2.99/N053.37.4.46 W000.57.49.08/N053.37.3.09 W000.57.35.2/N053.37.1.57 W000.57.21.37/N053.36.59.91 W000.57.7.58/N053.36.58.11 W000.56.53.84/N053.36.56.16 W000.56.40.16/N053.36.54.07 W000.56.26.54/N053.36.51.84 W000.56.12.98/N053.36.49.47 W000.55.59.49/N053.36.46.96 W000.55.46.07/N053.36.44.31 W000.55.32.73/N053.36.41.52 W000.55.19.47/N053.36.38.59 W000.55.6.29/N053.36.35.53 W000.54.53.2/N053.36.32.33 W000.54.40.21/N053.36.29.0 W000.54.27.31/N053.36.25.53 W000.54.14.51/N053.36.21.93 W000.54.1.81/N053.36.18.2 W000.53.49.23/N053.36.14.34 W000.53.36.75/N053.36.10.35 W000.53.24.39/N053.36.6.23 W000.53.12.15/N053.36.1.98 W000.53.0.04/N053.35.57.61 W000.52.48.05/N053.35.53.11 W000.52.36.19/N053.35.48.49 W000.52.24.46/N053.35.43.75 W000.52.12.88/N053.35.38.89 W000.52.1.44/N053.35.33.92 W000.51.50.14/N053.35.28.82 W000.51.38.99/N053.35.23.61 W000.51.27.99/N053.35.18.29 W000.51.17.14/N053.35.12.85 W000.51.6.46/N053.35.7.3 W000.50.55.94/N053.35.1.65 W000.50.45.58/N053.34.55.89 W000.50.35.39/N053.34.50.02 W000.50.25.37/N053.34.44.05 W000.50.15.53/N053.34.37.98 W000.50.5.86/N053.34.31.81 W000.49.56.37/N053.34.25.54 W000.49.47.07/N053.34.19.17 W000.49.37.95/N053.34.12.71 W000.49.29.02/N053.34.6.16 W000.49.20.29/N053.33.59.52 W000.49.11.74/N053.33.52.79 W000.49.3.4/N053.33.45.97 W000.48.55.25/N053.31.37.0 W000.49.48.0/N053.31.43.29 W000.49.52.36/N053.31.49.53 W000.49.56.9/N053.31.55.72 W000.50.1.62/N053.32.1.86 W000.50.6.52/N053.32.7.95 W000.50.11.61/N053.32.13.98 W000.50.16.87/N053.32.19.96 W000.50.22.3/N053.32.25.88 W000.50.27.92/N053.32.31.75 W000.50.33.7/N053.32.37.55 W000.50.39.66/N053.32.43.29 W000.50.45.79/N053.32.48.96 W000.50.52.08/N053.32.54.57 W000.50.58.54/N053.33.0.11 W000.51.5.16/N053.33.5.58 W000.51.11.95/N053.33.10.98 W000.51.18.89/N053.33.16.3 W000.51.26.0/N053.33.21.55 W000.51.33.25/N053.33.26.73 W000.51.40.67/N053.33.31.82 W000.51.48.23/N053.33.36.84 W000.51.55.94/N053.33.41.77 W000.52.3.8/N053.33.46.63 W000.52.11.8/N053.33.51.4 W000.52.19.94/N053.33.56.08 W000.52.28.23/N053.34.0.68 W000.52.36.64/N053.34.5.19 W000.52.45.2/N053.34.9.6 W000.52.53.88/N053.34.13.93 W000.53.2.69/N053.34.18.17 W000.53.11.63/N053.34.22.31 W000.53.20.7/N053.34.26.35 W000.53.29.88/N053.34.30.3 W000.53.39.18/N053.34.34.16 W000.53.48.6/N053.34.37.91 W000.53.58.12/N053.34.41.57 W000.54.7.76/N053.34.45.12 W000.54.17.5/N053.34.48.57 W000.54.27.35/N053.34.51.92 W000.54.37.29/N053.34.55.16 W000.54.47.34/N053.34.58.3 W000.54.57.47/N053.35.1.34 W000.55.7.7/N053.35.4.26 W000.55.18.02/N053.35.7.08 W000.55.28.42/N053.35.9.79 W000.55.38.9/N053.35.12.39 W000.55.49.46/N053.35.14.88 W000.56.0.1/N053.35.17.26 W000.56.10.8/N053.35.19.53 W000.56.21.58/N053.35.21.68 W000.56.32.42/N053.35.23.73 W000.56.43.32/N053.35.25.65 W000.56.54.29/N053.35.27.47 W000.57.5.3/N053.35.29.17 W000.57.16.37/N053.35.30.75 W000.57.27.49/N053.35.32.22 W000.57.38.65/N053.35.33.57 W000.57.49.85/N053.35.34.8 W000.58.1.09/N053.35.35.92 W000.58.12.37/N053.35.36.92 W000.58.23.67/N053.35.37.8 W000.58.35.01/N053.35.38.56 W000.58.46.37/N053.35.39.21 W000.58.57.75/N053.35.39.73 W000.59.9.14/N053.35.40.14 W000.59.20.56/N053.35.40.43 W000.59.31.98/N053.35.40.6 W000.59.43.4/N053.35.40.65 W000.59.54.83/N053.35.40.58 W001.00.6.27/N053.35.40.39 W001.00.17.69/N053.35.40.09 W001.00.29.11/N053.35.39.66 W001.00.40.52/N053.35.39.12 W001.00.51.92/N053.35.38.46 W001.01.3.29/N053.35.37.68 W001.01.14.65/N053.35.36.78 W001.01.25.98/N053.35.35.76 W001.01.37.28/N053.35.34.63 W001.01.48.55/N053.35.33.38 W001.01.59.79/N053.35.32.01 W001.02.10.99/N053.35.30.53 W001.02.22.14/N053.35.28.93 W001.02.33.25/N053.35.27.21 W001.02.44.31/N053.35.25.38 W001.02.55.32/N053.35.23.44 W001.03.6.27/N053.35.21.38 W001.03.17.17/N053.35.19.21 W001.03.28.0/N053.35.16.92 W001.03.38.76/N053.35.14.53 W001.03.49.46/N053.35.12.02 W001.04.0.08/N053.35.9.4 W001.04.10.63/N053.35.6.68 W001.04.21.1/N053.35.3.84 W001.04.31.49/N053.35.0.9 W001.04.41.8/N053.34.57.85 W001.04.52.01/N053.34.54.7 W001.05.2.14/N053.34.51.44 W001.05.12.16/N053.34.48.07 W001.05.22.1/N053.34.44.61 W001.05.31.93/N053.34.41.04 W001.05.41.65/N053.34.37.37 W001.05.51.28,85,1500,D
105,DONCASTER SHEFFIELD CTA 2,DONCASTER SHEFFIELD,126.225,N053.25.35.0 W001.10.47.0/N053.25.28.66 W001.10.42.92/N053.25.22.36 W001.10.38.66/N053.25.16.1 W001.10.34.21/N053.25.9.9 W001.10.29.58/N053.25.3.74 W001.10.24.77/N053.24.57.63 W001.10.19.79/N053.24.51.58 W001.10.14.62/N053.24.45.58 W001.10.9.28/N053.24.39.64 W001.10.3.77/N053.24.33.76 W001.09.58.08/N053.24.27.93 W001.09.52.22/N053.24.22.17 W001.09.46.2/N053.24.16.47 W001.09.40.0/N053.24.10.84 W001.09.33.65/N053.24.5.27 W001.09.27.13/N053.23.59.77 W001.09.20.44/N053.23.54.35 W001.09.13.6/N053.23.48.99 W001.09.6.6/N053.23.43.71 W001.08.59.45/N053.23.38.51 W001.08.52.15/N053.23.33.38 W001.08.44.69/N053.23.28.33 W001.08.37.09/N053.23.23.36 W001.08.29.34/N053.23.18.47 W001.08.21.44/N053.23.13.66 W001.08.13.41/N053.23.8.94 W001.08.5.24/N053.23.4.3 W001.07.56.93/N053.22.59.76 W001.07.48.49/N053.22.55.3 W001.07.39.91/N053.22.50.93 W001.07.31.21/N053.22.46.65 W001.07.22.38/N053.22.42.46 W001.07.13.43/N053.22.38.37 W001.07.4.36/N053.22.34.37 W001.06.55.17/N053.22.30.47 W001.06.45.87/N053.22.26.67 W001.06.36.46/N053.22.22.96 W001.06.26.93/N053.22.19.36 W001.06.17.3/N053.22.15.85 W001.06.7.57/N053.22.12.45 W001.05.57.73/N053.22.9.15 W001.05.47.8/N053.22.5.96 W001.05.37.78/N053.22.2.87 W001.05.27.66/N053.21.59.88 W001.05.17.45/N053.21.57.0 W001.05.7.16/N053.21.54.23 W001.04.56.79/N053.21.51.57 W001.04.46.34/N053.21.49.02 W001.04.35.81/N053.21.46.58 W001.04.25.21/N053.21.44.24 W001.04.14.54/N053.21.42.02 W001.04.3.81/N053.21.39.92 W001.03.53.01/N053.21.37.92 W001.03.42.15/N053.21.36.04 W001.03.31.24/N053.21.34.27 W001.03.20.27/N053.21.32.62 W001.03.9.26/N053.21.31.08 W001.02.58.19/N053.21.29.65 W001.02.47.09/N053.21.28.35 W001.02.35.94/N053.21.27.16 W001.02.24.76/N053.21.26.08 W001.02.13.55/N053.21.25.12 W001.02.2.3/N053.21.24.28 W001.01.51.03/N053.21.23.56 W001.01.39.74/N053.21.22.96 W001.01.28.43/N053.21.22.47 W001.01.17.1/N053.21.22.1 W001.01.5.76/N053.21.21.85 W001.00.54.41/N053.21.21.72 W001.00.43.05/N053.21.21.7 W001.00.31.7/N053.21.21.81 W001.00.20.34/N053.21.22.03 W001.00.8.99/N053.21.22.37 W000.59.57.65/N053.21.22.83 W000.59.46.32/N053.21.23.4 W000.59.35.0/N053.21.24.1 W000.59.23.7/N053.21.24.91 W000.59.12.43/N053.21.25.84 W000.59.1.18/N053.21.26.89 W000.58.49.95/N053.21.28.05 W000.58.38.76/N053.21.29.33 W000.58.27.61/N053.21.30.72 W000.58.16.49/N053.21.32.23 W000.58.5.42/N053.21.33.86 W000.57.54.39/N053.21.35.6 W000.57.43.41/N053.21.37.45 W000.57.32.49/N053.21.39.42 W000.57.21.61/N053.21.41.5 W000.57.10.8/N053.21.43.7 W000.57.0.05/N053.21.46.0 W000.56.49.37/N053.21.48.42 W000.56.38.75/N053.21.50.94 W000.56.28.2/N053.21.53.58 W000.56.17.73/N053.21.56.32 W000.56.7.34/N053.21.59.17 W000.55.57.03/N053.22.2.13 W000.55.46.81/N053.22.5.2 W000.55.36.67/N053.22.8.37 W000.55.26.62/N053.22.11.64 W000.55.16.66/N053.22.15.02 W000.55.6.81/N053.22.18.5 W000.54.57.05/N053.22.22.08 W000.54.47.39/N053.20.24.0 W000.55.49.0/N053.20.21.08 W000.56.2.08/N053.20.18.29 W000.56.15.24/N053.20.15.65 W000.56.28.49/N053.20.13.14 W000.56.41.8/N053.20.10.77 W000.56.55.19/N053.20.8.54 W000.57.8.65/N053.20.6.45 W000.57.22.16/N053.20.4.5 W000.57.35.74/N053.20.2.7 W000.57.49.37/N053.20.1.03 W000.58.3.05/N053.19.59.51 W000.58.16.78/N053.19.58.13 W000.58.30.54/N053.19.56.9 W000.58.44.35/N053.19.55.81 W000.58.58.19/N053.19.54.86 W000.59.12.06/N053.19.54.06 W000.59.25.95/N053.19.53.4 W000.59.39.87/N053.19.52.89 W000.59.53.8/N053.19.52.52 W001.00.7.75/N053.19.52.3 W001.00.21.7/N053.19.52.22 W001.00.35.66/N053.19.52.29 W001.00.49.62/N053.19.52.51 W001.01.3.57/N053.19.52.87 W001.01.17.52/N053.19.53.37 W001.01.31.45/N053.19.54.02 W001.01.45.37/N053.19.54.82 W001.01.59.27/N053.19.55.76 W001.02.13.14/N053.19.56.84 W001.02.26.98/N053.19.58.07 W001.02.40.79/N053.19.59.44 W001.02.54.56/N053.20.0.95 W001.03.8.29/N053.20.2.61 W001.03.21.97/N053.20.4.41 W001.03.35.6/N053.20.6.35 W001.03.49.18/N053.20.8.43 W001.04.2.7/N053.20.10.66 W001.04.16.16/N053.20.13.02 W001.04.29.55/N053.20.15.52 W001.04.42.87/N053.20.18.16 W001.04.56.11/N053.20.20.94 W001.05.9.28/N053.20.23.85 W001.05.22.37/N053.20.26.91 W001.05.35.37/N053.20.30.09 W001.05.48.27/N053.20.33.41 W001.06.1.09/N053.20.36.86 W001.06.13.8/N053.20.40.45 W001.06.26.42/N053.20.44.16 W001.06.38.92/N053.20.48.01 W001.06.51.32/N053.20.51.98 W001.07.3.61/N053.20.56.08 W001.07.15.77/N053.21.0.31 W001.07.27.82/N053.21.4.66 W001.07.39.74/N053.21.9.13 W001.07.51.54/N053.21.13.73 W001.08.3.2/N053.21.18.45 W001.08.14.73/N053.21.23.29 W001.08.26.12/N053.21.28.24 W001.08.37.36/N053.21.33.31 W001.08.48.47/N053.21.38.5 W001.08.59.42/N053.21.43.8 W001.09.10.22/N053.21.49.21 W001.09.20.86/N053.21.54.73 W001.09.31.35/N053.22.0.36 W001.09.41.67/N053.22.6.1 W001.09.51.83/N053.22.11.94 W001.10.1.82/N053.22.17.88 W001.10.11.64/N053.22.23.93 W001.10.21.29/N053.22.30.07 W001.10.30.75/N053.22.36.32 W001.10.40.04/N053.22.42.66 W001.10.49.15/N053.22.49.09 W001.10.58.07/N053.22.55.61 W001.11.6.8/N053.23.2.23 W001.11.15.34/N053.23.8.93 W001.11.23.69/N053.23.15.72 W001.11.31.84/N053.23.22.59 W001.11.39.79/N053.23.29.55 W001.11.47.54/N053.23.36.58 W001.11.55.08/N053.23.43.69 W001.12.2.43/N053.23.50.88 W001.12.9.56,105,1500,D
106,DONCASTER SHEFFIELD CTA 3,DONCASTER SHEFFIELD,126.225,N053.15.9.0 W000.56.10.0/N053.15.6.35 W000.56.32.22/N053.15.3.92 W000.56.54.51/N053.15.1.73 W000.57.16.86/N053.14.59.77 W000.57.39.28/N053.14.58.05 W000.58.1.75/N053.14.56.56 W000.58.24.27/N053.14.55.31 W000.58.46.82/N053.14.54.29 W000.59.9.41/N053.14.53.5 W000.59.32.02/N053.14.52.95 W000.59.54.66/N053.14.52.64 W001.00.17.3/N053.14.52.56 W001.00.39.95/N053.14.52.72 W001.01.2.6/N053.14.53.12 W001.01.25.25/N053.14.53.75 W001.01.47.87/N053.14.54.62 W001.02.10.48/N053.14.55.72 W001.02.33.06/N053.14.57.05 W001.02.55.6/N053.14.58.63 W001.03.18.1/N053.15.0.43 W001.03.40.55/N053.15.2.47 W001.04.2.95/N053.15.4.74 W001.04.25.28/N053.15.7.25 W001.04.47.55/N053.15.9.98 W001.05.9.74/N053.15.12.95 W001.05.31.84/N053.15.16.14 W001.05.53.86/N053.15.19.57 W001.06.15.79/N053.15.23.22 W001.06.37.61/N053.15.27.1 W001.06.59.32/N053.15.31.21 W001.07.20.92/N053.15.35.54 W001.07.42.4/N053.15.40.09 W001.08.3.74/N053.15.44.86 W001.08.24.96/N053.15.49.86 W001.08.46.03/N053.15.55.07 W001.09.6.96/N053.16.0.5 W001.09.27.73/N053.16.6.15 W001.09.48.34/N053.16.12.0 W001.10.8.79/N053.16.18.08 W001.10.29.06/N053.16.24.36 W001.10.49.16/N053.16.30.85 W001.11.9.07/N053.16.37.55 W001.11.28.79,60,2000,D
107,DONCASTER SHEFFIELD CTA 5,DONCASTER SHEFFIELD,126.225,N053.41.49.0 W001.02.9.0/N053.41.50.29 W001.01.46.69/N053.41.51.35 W001.01.24.34/N053.41.52.17 W001.01.1.97/N053.41.52.76 W001.00.39.57/N053.41.53.12 W001.00.17.16/N053.41.53.24 W000.59.54.75/N053.41.53.13 W000.59.32.33/N053.41.52.79 W000.59.9.92/N053.41.52.22 W000.58.47.53/N053.41.51.41 W000.58.25.15/N053.41.50.37 W000.58.2.8/N053.41.49.09 W000.57.40.49/N053.41.47.59 W000.57.18.22/N053.41.45.85 W000.56.55.99/N053.41.43.88 W000.56.33.82/N053.41.41.68 W000.56.11.72/N053.41.39.25 W000.55.49.68/N053.41.36.6 W000.55.27.71/N053.41.33.71 W000.55.5.83/N053.41.30.6 W000.54.44.04/N053.41.27.26 W000.54.22.35/N053.41.23.69 W000.54.0.75/N053.41.19.9 W000.53.39.27/N053.41.15.89 W000.53.17.9/N053.41.11.66 W000.52.56.65/N053.41.7.2 W000.52.35.54/N053.41.2.53 W000.52.14.55/N053.40.57.64 W000.51.53.71/N053.40.52.53 W000.51.33.02/N053.40.47.21 W000.51.12.49/N053.40.41.68 W000.50.52.11/N053.40.35.93 W000.50.31.9/N053.40.29.97 W000.50.11.87/N053.40.23.81 W000.49.52.01/N053.40.17.44 W000.49.32.34/N053.40.10.87 W000.49.12.87/N053.40.4.1 W000.48.53.59/N053.39.57.12 W000.48.34.51/N053.39.49.95 W000.48.15.64/N053.39.42.58 W000.47.56.99/N053.39.35.02 W000.47.38.56/N053.39.27.27 W000.47.20.36/N053.39.19.33 W000.47.2.39/N053.39.11.21 W000.46.44.66/N053.39.2.9 W000.46.27.17/N053.38.54.41 W000.46.9.93/N053.38.45.75 W000.45.52.94/N053.38.36.9 W000.45.36.21/N053.38.27.89 W000.45.19.75/N053.38.18.7 W000.45.3.56/N053.38.9.35 W000.44.47.64/N053.37.59.84 W000.44.31.99/N053.37.50.16 W000.44.16.64,65,2000,D
108,DONCASTER SHEFFIELD CTA 5,DONCASTER SHEFFIELD,126.225,N053.33.36.0 W000.48.44.0/N053.33.42.93 W000.48.51.86/N053.33.49.78 W000.48.59.91/N053.33.56.55 W000.49.8.17/N053.34.3.23 W000.49.16.63/N053.34.9.82 W000.49.25.28/N053.34.16.32 W000.49.34.12/N053.34.22.72 W000.49.43.16/N053.34.29.03 W000.49.52.38/N053.34.35.25 W000.50.1.78/N053.34.41.36 W000.50.11.37/N053.34.47.38 W000.50.21.13/N053.34.53.29 W000.50.31.08/N053.34.59.1 W000.50.41.19/N053.35.4.8 W000.50.51.47/N053.35.10.39 W000.51.1.92/N053.35.15.87 W000.51.12.54/N053.35.21.25 W000.51.23.31/N053.35.26.51 W000.51.34.24/N053.35.31.65 W000.51.45.32/N053.35.36.68 W000.51.56.55/N053.35.41.59 W000.52.7.93/N053.35.46.38 W000.52.19.46/N053.35.51.05 W000.52.31.12/N053.35.55.6 W000.52.42.92/N053.36.0.03 W000.52.54.85/N053.36.4.33 W000.53.6.91/N053.36.8.5 W000.53.19.09/N053.36.12.55 W000.53.31.4/N053.36.16.47 W000.53.43.82/N053.36.20.26 W000.53.56.36/N053.36.23.91 W000.54.9.0/N053.36.27.44 W000.54.21.76/N053.36.30.83 W000.54.34.61/N053.36.34.09 W000.54.47.56/N053.36.37.21 W000.55.0.61/N053.36.40.19 W000.55.13.75/N053.36.43.04 W000.55.26.97/N053.36.45.75 W000.55.40.28/N053.36.48.33 W000.55.53.66/N053.36.50.76 W000.56.7.12/N053.36.53.05 W000.56.20.64/N053.36.55.2 W000.56.34.24/N053.36.57.21 W000.56.47.89/N053.36.59.07 W000.57.1.6/N053.37.0.8 W000.57.15.36/N053.37.2.38 W000.57.29.18/N053.37.3.81 W000.57.43.04/N053.37.5.1 W000.57.56.93/N053.37.6.25 W000.58.10.87/N053.37.7.25 W000.58.24.83/N053.37.8.1 W000.58.38.82/N053.37.8.81 W000.58.52.84/N053.37.9.38 W000.59.6.87/N053.37.9.79 W000.59.20.92/N053.37.10.07 W000.59.34.98/N053.37.10.19 W000.59.49.05/N053.37.10.17 W001.00.3.12/N053.37.10.0 W001.00.17.18/N053.37.9.69 W001.00.31.24/N053.37.9.23 W001.00.45.28/N053.37.8.62 W001.00.59.31/N053.37.7.87 W001.01.13.32/N053.37.6.97 W001.01.27.31/N053.37.5.92 W001.01.41.26/N053.37.4.73 W001.01.55.19/N053.37.3.4 W001.02.9.07/N053.37.1.92 W001.02.22.92/N053.37.0.3 W001.02.36.71/N053.36.58.54 W001.02.50.46/N053.36.56.63 W001.03.4.16/N053.36.54.58 W001.03.17.79/N053.36.52.38 W001.03.31.37/N053.36.50.05 W001.03.44.87/N053.36.47.58 W001.03.58.31/N053.36.44.97 W001.04.11.67/N053.36.42.21 W001.04.24.95/N053.36.39.32 W001.04.38.15,85,2000,D
109,DONCASTER SHEFFIELD CTA 6,DONCASTER SHEFFIELD,126.225,N053.24.1.0 W001.12.20.0/N053.23.53.7 W001.12.13.16/N053.23.46.48 W001.12.6.11/N053.23.39.33 W001.11.58.85/N053.23.32.26 W001.11.51.38/N053.23.25.26 W001.11.43.71/N053.23.18.35 W001.11.35.83/N053.23.11.52 W001.11.27.76/N053.23.4.77 W001.11.19.49/N053.22.58.11 W001.11.11.02/N053.22.51.54 W001.11.2.36/N053.22.45.07 W001.10.53.51/N053.22.38.68 W001.10.44.48/N053.22.32.39 W001.10.35.26/N053.22.26.2 W001.10.25.86/N053.22.20.11 W001.10.16.28/N053.22.14.11 W001.10.6.52/N053.22.8.22 W001.09.56.59/N053.22.2.44 W001.09.46.49/N053.21.56.75 W001.09.36.23/N053.21.51.18 W001.09.25.8/N053.21.45.72 W001.09.15.21/N053.21.40.37 W001.09.4.47/N053.21.35.13 W001.08.53.57/N053.21.30.0 W001.08.42.52/N053.21.24.99 W001.08.31.32/N053.21.20.1 W001.08.19.98/N053.21.15.33 W001.08.8.5/N053.21.10.68 W001.07.56.89/N053.21.6.15 W001.07.45.14/N053.21.1.74 W001.07.33.26/N053.20.57.45 W001.07.21.25/N053.20.53.3 W001.07.9.12/N053.20.49.27 W001.06.56.87/N053.20.45.36 W001.06.44.51/N053.20.41.59 W001.06.32.04/N053.20.37.95 W001.06.19.46/N053.20.34.44 W001.06.6.77/N053.20.31.06 W001.05.53.99/N053.20.27.81 W001.05.41.1/N053.20.24.7 W001.05.28.13/N053.20.21.73 W001.05.15.07/N053.20.18.89 W001.05.1.92/N053.20.16.19 W001.04.48.7/N053.20.13.63 W001.04.35.4/N053.20.11.2 W001.04.22.02/N053.20.8.92 W001.04.8.58/N053.20.6.77 W001.03.55.07/N053.20.4.77 W001.03.41.51/N053.20.2.91 W001.03.27.88/N053.20.1.19 W001.03.14.21/N053.19.59.61 W001.03.0.48/N053.19.58.18 W001.02.46.72/N053.19.56.89 W001.02.32.91/N053.19.55.75 W001.02.19.07/N053.19.54.74 W001.02.5.2/N053.19.53.89 W001.01.51.3/N053.19.53.18 W001.01.37.38/N053.19.52.61 W001.01.23.44/N053.19.52.19 W001.01.9.48/N053.19.51.91 W001.00.55.52/N053.19.51.78 W001.00.41.55/N053.19.51.8 W001.00.27.58/N053.19.51.96 W001.00.13.61/N053.19.52.26 W000.59.59.64/N053.19.52.71 W000.59.45.69/N053.19.53.31 W000.59.31.76/N053.19.54.05 W000.59.17.84/N053.19.54.94 W000.59.3.94/N053.19.55.97 W000.58.50.08/N053.19.57.14 W000.58.36.24/N053.19.58.46 W000.58.22.45/N053.19.59.93 W000.58.8.69/N053.20.1.53 W000.57.54.98/N053.20.3.28 W000.57.41.31/N053.20.5.17 W000.57.27.7/N053.20.7.2 W000.57.14.14/N053.20.9.38 W000.57.0.65/N053.20.11.69 W000.56.47.22/N053.20.14.14 W000.56.33.86/N053.20.16.73 W000.56.20.58/N053.20.19.46 W000.56.7.37,105,2000,D
110,DONCASTER SHEFFIELD CTA 13,DONCASTER SHEFFIELD,126.225,N53.25.31.00 W000.50.37.00/N53.14.33.00 W000.42.58.00/N53.13.43.00 W000.43.24.00/N53.16.00.00 W000.55.42.00/N53.25.31.00 W000.50.37.00,105,85,E
